CustomerNumber,Name,Name2,City,Region,PostalCode,Street,Address,CustomerClass
0000015260,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2103 CORNELL RD",0000105949,
0000015261,BIOTIME,,EATONTOWN,NJ,07724,"2 MERIDIAN RD",0000105950,02
0000015262,"GEORGIA STATE UNIVERSITY",,ATLANTA,GA,30303,"161 JESSE HILL JR DR SE",0000105953,
0000015263,"UNIV OF CALIFORNIA AT SANTA CRUZ",,"SANTA CRUZ",CA,95064,"1156 HIGH ST",0000105958,
0000015264,"HUSSMAN INSTITUTE FOR AUTISM",,CATONSVILLE,MD,21228,"5521 RESEARCH PARK DR",0000105965,01
0000015265,"HUSSMAN INSTITUTE FOR AUTISM",,BALTIMORE,MD,21201,"801 W BALTIMORE",0000105970,
0000015266,"WASHINGTON UNIVERSITY IN ST LOUIS",,"ST LOUIS",MO,63110,"4523 CLAYTON AVE",0000105975,
0000015267,"METHODIST HOSPITAL",,HOUSTON,TX,77030,"6670 BERTNER AVE",0000105994,
0000015268,"BOSTON UNIVERSITY",,BOSTON,MA,02118,"670 ALBANY ST",0000105995,
0000015269,"YALE UNIVERSITY SCHOOL OF MEDICINE",,"NEW HAVEN",CT,06520,"310 CEDAR ST",0000106004,
0000015270,VETANCO,,ROGERS,AR,72758,"6111 BAINBRIDGE DR",0000106013,02
0000015271,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000106018,
0000015272,"HOWARD UNIVERSITY",,WASHINGTON,DC,20059,"2244 TENTH ST NW",0000106041,
0000015273,"MOUNT SINAI SCHOOL OF MEDICINE",,"NEW YORK",NY,10029,"101ST ST BTWN MADISON & 5TH AVE",0000106050,
0000015274,"WASHINGTON UNIVERSITY IN ST LOUIS",,"ST LOUIS",MO,63110,"4940 PARKVIEW PLACE",0000106053,
0000015275,"VANPELT BIOSCIENCES LLC",,"MONTGOMERY VILLAGE",MD,20886,"9017 NESBIT CT",0000106058,02
0000015276,"UNIVERSITY OF MINNESOTA",,MINNEAPOLIS,MN,55455,"425 E RIVER RD",0000106066,
0000015277,"PHILADELPHIA COLLEGE",,PHILADELPHIA,PA,19131,"4170 CITY AVE",0000106075,01
0000015278,"UNIV OF CALIFORNIA AT BERKELEY",,ALBANY,CA,94710,"800 BUCHANAN ST",0000106085,
0000015279,"PFIZER INC, GROTON (140)",,GROTON,CT,06340,"EASTERN POINT RD - BLDG 100",0000106092,
0000015280,"BOSTON UNIVERSITY",,BOSTON,MA,02118,"609 ALBANY ST",0000106109,
0000015281,"PFIZER INC (LA JOLLA)",,"SAN DIEGO",CA,92121,"10777 SCIENCE CENTER DR",0000106122,
0000015282,"MONTANA STATE UNIVERSITY",,BOZEMAN,MT,59717,,0000106123,
0000015283,"OHIO STATE UNIVERSITY",,COLUMBUS,OH,43210,"2029 FYFFE RD",0000106128,
0000015284,"UNIV OF CALIFORNIA SAN DIEGO",,"LA JOLLA",CA,92093,"3855 HEALTH SCIENCES DR",0000106133,
0000015285,"UNIVERSITY OF UTAH",,"SALT LAKE CITY",UT,84115,"36 S WASATCH DR",0000106138,
0000015286,"DECIBEL THERAPEUTICS INC",,BOSTON,MA,02116,"29 NEWBURY ST",0000106143,02
0000015287,"EASTERN MAINE MEDICAL CENTER",,BANGOR,ME,04401,"489 STATE ST",0000106150,
0000015288,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"1675 UNIVERSITY BLVD",0000106157,
0000015289,"UNIVERSITY OF NEVADA AT RENO",,RENO,NV,89557,"1664 N VIRGINIA ST",0000106162,
0000015290,BIOMARIN,,NOVATO,CA,94949,"105 DIGITAL DR",0000106184,02
0000015291,BIOMARIN,,NOVATO,CA,94949,"35 LEVORONI CT",0000106189,
0000015292,"IOWA STATE UNIVERSITY",,AMES,IA,50011,"313 KILDEE",0000106192,
0000015293,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"125 MASON FARM RD",0000106197,
0000015294,"STONY BROOK UNIVERSITY",,"STONY BROOK",NY,11794,"100 NICOLLS RD",0000106219,
0000015295,"TEMPLE UNIVERSITY",,PHILADELPHIA,PA,19140,"3307 N BROAD ST",0000106222,
0000015296,"TUFTS UNIVERSITY",,BOSTON,MA,02111,"136 HARRISON AVE",0000106227,
0000015297,"BERKELEY LIGHTS",,EMERYVILLE,CA,94608,"5858 HORTON ST",0000106240,02
0000015298,"AB E DISCOVERY LLC",,DENMARK,WI,54208,"590 WOODROW ST",0000106249,02
0000015299,"AB E DISCOVERY LLC",,MIDDLETON,WI,53562,"8137 FORSYTHIA ST",0000106254,
0000015300,"GENENTECH INC",,"S SAN FRANCISCO",CA,94080,"340 POINT SAN BRUNO BLVD",0000106259,
0000015301,"YALE UNIVERSITY",,"NEW HAVEN",CT,06519,"10 AMISTAD ST",0000106260,
0000015302,"FRONTIERS IN BIOSCIENCE",,IRVINE,CA,92618,"16471 SCIENTIFIC WAY",0000106265,01
0000015303,"UNIVERSITY OF PENNSYLVANIA",,PHILADELPHIA,PA,19104,"3610 HAMILTON WALK",0000106268,
0000015304,"IDT BIOLOGIKA",,ROCKVILLE,MD,20850,"1405 RESEARCH BLVD",0000106275,
0000015305,"BAYLOR COLLEGE OF MEDICINE",,HOUSTON,TX,77030,"ONE BAYLOR PLAZA",0000106294,
0000015306,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"443 VIA ORTEGA",0000106297,
0000015307,"UNIVERSITY OF MICHIGAN",,"ANN ARBOR",MI,48109-2800,"2800 PLYMOUTH RD",0000106302,
0000015308,"UNIVERSITY OF PENNSYLVANIA",BIOCHEM,PHILADELPHIA,PA,19104,"210 S 33RD ST",0000106311,
0000015309,"CENTER FOR DISEASE CONTROL",,ATLANTA,GA,30329,"1600 CLIFTON RD NE",0000106318,
0000015310,"ST JOHNS UNIVERSITY",,JAMAICA,NY,11439,"8000 UTOPIA PKWY",0000106329,
0000015311,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"1020 LOCUST ST",0000106342,
0000015312,"DUKE UNIVERSITY",,DURHAM,NC,27710,"308 RESEARCH DR",0000106353,
0000015313,"UNIVERSITY OF WISCONSIN",,MADISON,WI,53705,"1111 HIGHLAND AVE",0000106356,
0000015314,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2109 ADELBERT RD",0000106379,
0000015315,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"1675 UNIVERSITY BLVD",0000106384,
0000015316,"RIGEL PHARMACEUTICALS INC",,"S SAN FRANCISCO",CA,94080,"1180 VETERANS BLVD",0000106387,
0000015317,"MERCK SHARP & DOHME CORP",,"WEST POINT",PA,19486,"770 SUMNEYTOWN PIKE",0000106390,
0000015318,"UGA COLLEGE OF ENGINEERING",,ATHENS,GA,30602,"597 DW BROOKS DR",0000106393,
0000015319,"SOUTH DAKOTA STATE UNIVERSITY",,BROOKINGS,SD,57007,"2175 NORTH CAMPUS DR",0000106400,
0000015320,"MERCK & CO",,KENILWORTH,NJ,07033,"2000 GALLOPING HILL RD",0000106405,
0000015321,"PFIZER INC",,CAMBRIDGE,MA,02139,"610 MAIN ST",0000106406,
0000015322,"KENNEDY KRIEGER INSTITUTE",,BALTIMORE,MD,21205,"707 N BROADWAY",0000106413,
0000015323,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"104 MANNING DR",0000106420,
0000015324,"MERCK & CO",,BOSTON,MA,02115,"33 AVE LOUIS PASTEUR",0000106429,
0000015325,"VIRGINIA COMMONWEALTH UNIVERSITY",,RICHMOND,VA,23298,"1101 E MARSHALL ST",0000106430,
0000015326,"MOUNT SINAI SCHOOL OF MEDICINE",,"NEW YORK",NY,10029,"101ST ST BTWN MADISON & 5TH AVE",0000106437,
0000015327,"IMMUSOFT CORPORATION",,MINNEAPOLIS,MN,55413,"614 MCKINLEY PL NE",0000106450,02
0000015328,"IMMUSOFT CORPORATION",,MINNEAPOLIS,MN,55413,"2001 KENNEDY ST NE",0000106453,
0000015329,"GEORGIA REGENTS UNIVERSITY",,AUGUSTA,GA,30912,"1410 LANEY WALKER BLVD",0000106460,
0000015330,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106,"2109 ADELBERT RD",0000106465,
0000015331,"WASHINGTON UNIVERSITY IN ST LOUIS",,"ST LOUIS",MO,63110,"4523 CLAYTON AVE",0000106474,
0000015332,"UMASS MEDICAL SCHOOL",,WORCESTER,MA,01605,"373 PLANTATION ST",0000106487,
0000015333,"SCRIPPS FL RECVG DEPT",,JUPITER,FL,33458,"130 SCRIPPS WAY",0000106496,
0000015334,"UNIVERSITY OF MIAMI",,MIAMI,FL,33136,"1550 NW 10TH AVE",0000106499,
0000015335,"UNIVERSITY OF VIRGINIA",,CHARLOTTESVILLE,VA,22908,"409 LANE RD",0000106506,
0000015336,"BOEHRINGER INGELHEIM",,RIDGEFIELD,CT,06877-1033,"175 BRIAR RIDGE",0000106519,
0000015337,"SAINT LOUIS UNIVERSITY",,"ST LOUIS",MO,63104,"1205 CARR LN",0000106530,
0000015338,"UNIVERSITY OF CHICAGO",,CHICAGO,IL,60637,"929 E 57TH ST",0000106549,
0000015339,"PRINCETON UNIVERSITY",,PRINCETON,NJ,08544,"WASHINGTON RD",0000106558,
0000015340,"UNIVERSITY OF FLORIDA",,GAINESVILLE,FL,32608,"2015 SW 16TH AVE",0000106563,
0000015341,"BOEHRINGER INGELHEIM",,RIDGEFIELD,CT,06877-1033,"175 BRIAR RIDGE",0000106572,
0000015342,"UNIV OF CALIFORNIA AT SAN DIEGO",,"SAN DIEGO",CA,92121,"7835 TRADE ST",0000106591,
0000015343,"UNIV OF CALIFORNIA AT IRVINE",,ORANGE,CA,92868,"101 THE CITY DR SOUTH",0000106596,
0000015344,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"40 CONVENT DR",0000106603,
0000015345,"EMORY UNIVERSITY",PHARMACOLOGY,ATLANTA,GA,30322,"1510 CLIFTON RD NE",0000106616,
0000015346,"DEMONDTROND AUTOMOTIVE GROUP, INC",,HOUSTON,TX,77090,"14101 NORTH FREEWAY",0000106625,
0000015347,"ALLAKOS INC",,"SAN CARLOS",CA,94070,"75 SHOREWAY RD",0000106626,02
0000015348,"UNIVERSITY OF MARYLAND",,BALTIMORE,MD,21201,"655 W BALTIMORE ST",0000106631,
0000015349,"UNIV OF TEXAS HEALTH SCIENCE CTR",,"SAN ANTONIO",TX,78229,"8403 FLOYD CURL DR",0000106634,
0000015350,"UNIV OF CALIFORNIA LOS ANGELES",,"LOS ANGELES",CA,90095,"675 CHARLES E YOUNG DR S",0000106637,
0000015351,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"233 S 10TH ST",0000106645,
0000015352,"UNIV OF TEXAS HEALTH SCIENCE CTR",,"SAN ANTONIO",TX,78229,"7703 FLOYD CURL DR",0000106650,
0000015353,"NEW YORK UNIV SCHOOL OF MEDICINE",,"NEW YORK",NY,10016,"540 FIRST AVE",0000106657,
0000015354,"WASHINGTON UNIVERSITY IN ST LOUIS",,"ST LOUIS",MO,63110,"4940 PARKVIEW PLACE",0000106664,
0000015355,"UNIV OF CONNECTICUT HEALTH CTR","CALHOUN CARDIOLOGY CTR",FARMINGTON,CT,06030,"263 FARMINGTON AVE",0000106691,
0000015356,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"6 CENTER DR",0000106694,
0000015357,"UNIVERSITY OF TENNESSEE",,KNOXVILLE,TN,37996,"2407 RIVER DR",0000106701,
0000015358,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"701 19TH ST S",0000106706,
0000015359,"INDIANA UNIVERSITY",,BLOOMINGTON,IN,47408,"702 N WALNUT COVE",0000106709,
0000015360,"SUNY UPSTATE MEDICAL UNIVERSITY",,SYRACUSE,NY,13210,"505 IRVING AVE",0000106718,
0000015361,"IMMUCOR INC",,ATLANTA,GA,30360-6001,"2935 AMWILER RD",0000106731,
0000015362,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"725 N WOLFE ST",0000106732,
0000015363,"FIRST FLIGHT BIOSCIENCES INC",,CARY,NC,27511,"101-A WOODWINDS INDUSTRIAL CT",0000106735,02
0000015364,"BAYLOR COLLEGE OF MEDICINE",,HOUSTON,TX,77030,"ONE BAYLOR PLAZA",0000106740,
0000015366,"RUTGERS STATE UNIVERSITY OF NJ",,"NEW BRUNSWICK",NJ,08901,"195 LITTLE ALBANY ST",0000106756,
0000015367,"SAN DIEGO STATE UNIVERSITY","RES FOUNDATION","SAN DIEGO",CA,92105,"4283 EL CAJON BLVD",0000106773,
0000015368,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02210,"27 DRYDOCK AVE",0000106782,
0000015369,"IMAGEN BIOPHARMA",,CAMBRIDGE,MA,02142,"675 W KENDALL ST",0000106783,
0000015370,"IMAGEN BIOPHARMA/MDB CAPITAL",,CAMBRIDGE,MA,02142,"401 WILSHIRE BLVD",0000106784,02
0000015371,"STONY BROOK UNIVERSITY",,"PORT JEFFERSON",NY,11777,"150 N COUNTRY RD",0000106805,
0000015372,"LYDIA MCCOY",,MONTGOMERY,TX,77356,,0000106810,
0000015373,"UNIVERSITY OF ILLINOIS",,URBANA,IL,61801,"601 S GOODWIN AVE",0000106823,
0000015376,GENENTECH,,"SOUTH SAN FRANCISCO",CA,94080,"340 POINT SAN BRUNO BLVD",0000106836,
0000015377,"MEDAREX-REDWOOD CITY",,REDWOOD,CA,94063,"700 BAY RD RWC",0000106845,
0000015378,"HENRY M JACKSON FOUNDATION",,BETHESDA,MD,20814,"4301 JONES BRIDGE RD",0000106848,
0000015379,"CASE WESTERN RESERVE UNIVERSITY",,CLEVELAND,OH,44106-4975,"10900 EUCLID AVE",0000106851,
0000015380,"CENTRAL MICHIGAN UNIVERSITY",,"MOUNT PLEASANT",MI,48859,"1280 E CAMPUS DR",0000106870,
0000015381,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000106877,
0000015382,"UNIVERSITY OF NEBRASKA",,LINCOLN,NE,68583-0907,"1900 N 42ND ST",0000106880,
0000015383,"MAYO CLINIC - JOHNSON RSRCH",,SCOTTSDALE,AZ,85259-5404,"13400 E SHEA BLVD",0000106887,
0000015384,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"35 CONVENT DR",0000106888,
0000015385,"UNIV OF CALIFORNIA AT SAN DIEGO",,"LA JOLLA",CA,92093,"9500 GILMAN DR",0000106891,
0000015386,"DUKE UNIVERSITY",,DURHAM,NC,27710,"905 S LASALLE ST",0000106896,
0000015387,"BOSTON UNIVERSITY",,BOSTON,MA,02118,"72 E CONCORD ST",0000106921,
0000015388,"UNIVERSITY OF CENTRAL FLORIDA",,ORLANDO,FL,32816,"12494 UNIVERSITY BLVD",0000106930,
0000015389,"GEORGE WASHINGTON UNIVERSITY",,WASHINGTON,DC,20052,"800 22ND ST NW",0000106937,
0000015390,"VANDERBILT UNIVERSITY",,NASHVILLE,TN,37232,"1161 21ST AVE S",0000106968,
0000015391,"TEXAS TECH UNIVERSITY",,LUBBOCK,TX,79409,"15TH ST & DETROIT AVE",0000106973,
0000015392,"UNIV OF CALIFORNIA AT SAN FRANCISCO",,"SAN FRANCISCO",CA,94143,"513 PARNASSUS AVE",0000106978,
0000015393,"UNIVERSITY OF NORTH DAKOTA",,"GRAND FORKS",ND,58203,"501 N COLUMBIA RD",0000106990,
0000015394,"MOREHOUSE SCHOOL OF MEDICINE",,ATLANTA,GA,30310,"720 WESTVIEW DR SW",0000107000,
0000015395,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02115,"77 AVE LOUIS PASTEUR",0000107013,
0000015396,"UNIVERSITY OF ROCHESTER",,ROCHESTER,NY,14642-0002,"575 ELMWOOD AVE",0000107018,
0000015397,"UNIVERSITY OF TEXAS AT DALLAS",,RICHARDSON,TX,75080,"2811 N FLOYD RD",0000107049,
0000015398,USDA-ARS,,"ORIENT POINT",NY,11957,"40550 ROUTE 25",0000107052,
0000015399,"USDA PIADC",,"ORIENT POINT",NY,11957,"40550 ROUTE 25 BLDG 101",0000107057,
0000015400,"NEW YORK UNIVERSITY",,"NEW YORK",NY,10016,"564 FIRST AVE",0000107060,
0000015401,"UNIVERSITY OF SOUTHERN CALIFORNIA",,"LOS ANGELES",CA,90033,"1985 ZONAL AVE",0000107076,
0000015402,"ONCOTARTIS INC","***DO NOT USE THIS ACCOUNT****",BUFFALO,NY,14203,"640 ELLICOTT ST",0000107125,02
0000015403,"HUSSON UNIVERSITY",,BANGOR,ME,04401,"ONE COLLEGE CIRCLE",0000107130,01
0000015404,"STANFORD UNIVERSITY",,STANFORDU,CA,94305,"1291 WELCH RD",0000107145,
0000015405,"UNIVERSITY OF KENTUCKY",,LEXINGTON,KY,40536,"744 ROSE ST",0000107162,
0000015406,"UNC NUTRITION RESEARCH INSTITUTE",,KANNAPOLIS,NC,28081,"500 LAUREATE WAY",0000107173,
0000015407,"UNIVERSITY OF CENTRAL FLORIDA",,ORLANDO,FL,32816,"12494 UNIVERSITY BLVD",0000107180,
0000015408,"GENENTECH INC",,"S SAN FRANCISCO",CA,94080,"501 DNA WAY",0000107187,
0000015409,"WAYNE STATE UNIVERSITY",,DETROIT,MI,48202,"5047 GULLEN MALL",0000107194,
0000015410,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"279 CAMPUS DR",0000107195,
0000015411,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"40 CONVENT DR",0000107222,
0000015412,"MEMORIAL SLOAN KETTERING CANCER CTR",,"NEW YORK",NY,10065,"411 E 67TH ST",0000107249,
0000015413,"UNIVERSITY OF VIRGINIA",PHARMACOLOGY,CHARLOTTESVILLE,VA,22908,"1340 JEFFERSON PARK AVE - LDG DK",0000107250,
0000015414,"PALO ALTO VETERANS INST FOR RSRCH",,"PALO ALTO",CA,94304,"3801 MIRANDA AVE",0000107257,
0000015415,"VETERANS ADMIN MEDICAL CTR",,DALLAS,TX,75216,"4500 S LANCASTER RD",0000107260,
0000015416,"SOUTH DAKOTA STATE UNIVERSITY",,BROOKINGS,SD,57007,"1029 N CAMPUS DR",0000107271,
0000015417,"UNIVERSITY OF THE SCIENCES",,PHILADELPHIA,PA,19104,"600 S 43RD ST",0000107285,01
0000015418,"INDIANA UNIVERSITY",,INDIANAPOLIS,IN,46202-5254,"1044 W WALNUT ST",0000107308,
0000015421,"ABBOTT LABORATORIES CB","VSR+ ONE TIME ORDERS","N CHICAGO",IL,60064,"RTE 41 MARTIN LUTHER KING DR",0000107316,
0000015422,"UNIV OF CALIFORNIA LOS ANGELES",,"LOS ANGELES",CA,90095,"675 CHARLES E YOUNG DR S",0000107323,
0000015423,"UNIVERSITY OF PENNSYLVANIA","RADIATION ONCOLOGY",PHILADELPHIA,PA,19104,"3400 CIVIC CTR BLVD",0000107328,
0000015424,"POMONA COLLEGE",,CLAREMONT,CA,91711,"175 W 6TH ST",0000107341,01
0000015425,"JOHNS HOPKINS UNIVERSITY",,BALTIMORE,MD,21205,"1950 MCLEDERRY ST",0000107344,
0000015426,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02115,"440 BROOKLINE AVE",0000107351,
0000015427,"TUFTS UNIVERSITY",,GRAFTON,MA,01536,"200 WESTBORO RD",0000107372,
0000015428,"NOVAVAX INC",,GAITHERSBURG,MD,20878,"20 FIRSTFIELD RD",0000107396,
0000015429,"RUTGERS STATE UNIVERSITY",,NEWARK,NJ,07103,"225 WARREN ST",0000107409,
0000015430,"NEW YORK UNIV LANGONE MEDICAL CTR",,"NEW YORK",NY,10016-6497,"31ST AND E RIVER DR",0000107424,
0000015431,"UNIVERSITY OF ARKANSAS",,FAYETTEVILLE,AR,72704,"2652 MCCONNELL AVE",0000107447,
0000015432,"UNIVERSITY OF TEXAS AT AUSTIN",,AUSTIN,TX,78728,"15877 LONG VISTA DR",0000107458,
0000015433,"UNIVERSITY OF MICHIGAN - DEARBORN",,DEARBORN,MI,48128,"4901 EVERGREEN RD",0000107459,
0000015434,"MASSACHUSETT GENERAL HOSPITAL","CANCER GENETICS",CHARLESTOWN,MA,02129,"13TH ST",0000107472,
0000015435,"UNIV OF CALIFORNIA BERKELEY/HHMI",,BERKELEY,CA,94720,"465 LI KA SHING",0000107477,
0000015436,"ALLEGAN INC",,IRVINE,CA,92612,"18655 TELLER AVE",0000107478,
0000015437,GENENTECH,,"S SAN FRANCISCO",CA,94080,"340 POINT SAN BRUNO BLVD",0000107481,
0000015438,"UNIVERSITY OF COLORADO",,AURORA,CO,80045,"12700 E 19TH AVE",0000107490,
0000015439,"MOUNT SINAI SCHOOL OF MEDICINE",,"NEW YORK",NY,10029,"1470 MADISON AVE",0000107501,
0000015440,"HIGH POINT UNIVERSITY",,"HIGH POINT",NC,27268,"833 MONTLIEU AVE",0000107504,01
0000015441,"GLAXO SMITHKLINE",,"KING OF PRUSSIA",PA,19406-2711,"709 SWEDELAND RD",0000107509,
0000015442,"JOHNS HOPKINS ENTERPRISE",,BALTIMORE,MD,21205,"720 RUTLAND AVE",0000107526,
0000015443,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35222,"3221 1ST AVE N",0000107533,
0000015444,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02210,"27 DRYDOCK AVE",0000107616,
0000015445,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"135 DAUER DR",0000107619,
0000015446,"NEW YORK UNIV SCHOOL OF MEDICINE",,"NEW YORK",NY,10016-6497,"31ST ST & E RIVER DR",0000107632,
0000015447,"VANDERBILT UNIVERSITY",,NASHVILLE,TN,37232,"2213 GARLAND AVE",0000107649,
0000015448,"JOHNS HOPKINS ENTERPRISE",,BALTIMORE,MD,21231,"1550 ORLEANS ST",0000107658,
0000015449,"BIOGEN IDEC",,SOMERVILLE,MA,02143,"61 MEDFORD ST",0000107669,
0000015450,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85721,"1041 E LOWELL ST",0000107672,
0000015451,"ALBANY MEDICAL COLLEGE",,ALBANY,NY,12208,"47 NEW SCOTLAND AVE",0000107684,
0000015452,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"125 MASON FARM RD",0000107753,
0000015453,"REXAHN PHARMACEUTICALS INC",,ROCKVILLE,MD,20850,"15245 SHADY GROVE RD",0000107762,02
0000015454,"REXAHN PHARMACEUTICALS INC",,GAITHERSBURG,MD,20879,"401 PROFESSIONAL DR",0000107765,
0000015455,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"41 CENTER DR",0000107772,
0000015456,"UNIVERSITY OF IOWA",,"IOWA CITY",IA,52242,"51 NEWTON RD",0000107815,
0000015457,"UNIVERSITY OF SOUTHERN CALIFORNIA",,"LOS ANGELES",CA,90033,"1333 SAN PABLO ST",0000107816,
0000015458,"UNIV OF CALIFORNIA AT BERKELEY",,BERKELEY,CA,94720-3370,"565 LI KA SHING",0000107835,
0000015459,"UNIVERSITY OF GEORGIA",,ATHENS,GA,30606,"4435 ATLANTA HWY",0000107842,
0000015460,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"10 CENTER DR",0000107855,
0000015461,"BOEHRINGER INGELHEIM PHARMACEUTICAL",,RIDGEFIELD,CT,06877,"175 BRIAR RIDGE RD",0000107860,
0000015462,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"450 WEST DR",0000107879,
0000015463,"UFC BIOTECHNOLOGY",,AMHERST,NY,14228,"1576 SWEET HOME RD",0000107896,02
0000015464,"RUTGERS UNIVERSITY",,PISCATAWAY,NJ,08854-8021,"679 HOES LN W",0000107905,
0000015465,"BRIGHAM & WOMENS HOSPITAL",,BOSTON,MA,02115,"181 LONGWOOD AVE",0000107998,
0000015466,"UNIV OF CALIFORNIA LOS ANGELES",,"LOS ANGELES",CA,90095,"650 CHARLES E YOUNG DR S",0000107999,
0000015467,"DUKE UNIVERSITY",,DURHAM,NC,27710,"203 RESEARCH DR",0000108002,
0000015468,"UNIVERSITY OF MIAMI",,MIAMI,FL,33136,"1011 NW 15TH ST",0000108015,
0000015469,"ABREOS BIOSCIENCES",,"LA JOLLA",CA,92037,"2223 AVENIDA DE LA PLAYA",0000108020,02
0000015470,"ABREOS BIOSCIENCES",,"SAN DIEGO",CA,92121,"3550 GENERAL ATOMICS CT",0000108025,
0000015471,"MASSACHUSETTS GENERAL HOSPITAL",,CHARLESTOWN,MA,02129,"149 13TH ST",0000108028,
0000015472,"UNIV OF CALIFORNIA AT SAN FRANCISCO",,"SAN FRANCISCO",CA,94143,"513 PARNASSUS",0000108035,
0000015473,"UNIVERSITY OF ILLINOIS",,URBANA,IL,61801,"1201 W GREGORY DR",0000108054,
0000015474,"ORIC PHARMACEUTICALS INC",,"S SAN FRANCISCO",CA,94080,"240 E GRAND AVE",0000108069,07
0000015475,"ONCO TARTIS INC",,BUFFALO,NY,14203,"640 ELLICOTT ST",0000108076,02
0000015476,"OKLAHOMA UNIV HEALTH SCIENCE CTR",PHARMACY,"OKLAHOMA CITY",OK,73117,"1110 N STONEWALL AVE",0000108085,
0000015477,"MASSACHUSETTS GENERAL HOSPITAL","MOLECULAR PATHOLOGY",CHARLESTOWN,MA,02129,"149 13TH ST",0000108104,
0000015478,"VICAPSYS INC",,CUMMING,GA,30041,"1735 BUFORD HWY",0000108157,02
0000015479,"VICAPSYS INC",,ATHENS,GA,30602,"111 RIVERBEND RD",0000108160,
0000015480,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"9000 ROCKVILLE PIKE",0000108167,
0000015481,"OHIO STATE UNIVERSITY",,COLUMBUS,OH,43210,"601 VERNON THARP ST",0000108170,
0000015482,"YESHIVA UNIVERSITY","ALBERT EINSTEIN COM",BRONX,NY,10461,"1300 MORRIS PARK AVE",0000108187,
0000015483,"UNIVERSITY OF ROCHESTER",,ROCHESTER,NY,14620,"575 ELMWOOD AVE",0000108188,
0000015484,"NATIONAL INSTITUTES OF HEALTH",,BETHESDA,MD,20892,"5 CENTER DR",0000108195,
0000015485,"ABBVIE INC",,WORCESTER,MA,01605,"100 RESEARCH DR",0000108206,
0000015486,"WASHINGTON UNIVERSITY IN ST LOUIS",,"SAINT LOUIS",MO,63110,"425 S EUCLID AVE",0000108217,
0000015487,"STANFORD UNIVERSITY",DERMATOLOGY,STANFORD,CA,94305,"1291 WELCH RD",0000108226,
0000015488,"DANA FARBER CANCER INSTITUTE",,BOSTON,MA,02210,"27 DRYDOCK AVE",0000108229,
0000015489,"PFIZER INC (LA JOLLA)",,"SAN DIEGO",CA,92121,"10777 SCIENCE CENTER DR",0000108232,
0000015490,"RECURSION PHARMACEUTICALS",,"SALT LAKE CITY",UT,84108,"383 S COLOROW DR",0000108233,07
0000015491,"MICHIGAN STATE UNIVERSITY",,"EAST LANSING",MI,48824,"736 WILSON RD",0000108254,
0000015492,"UNIVERSITY OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"1825 UNIVERSITY BLVD",0000108261,
0000015493,"COLUMBIA UNIVERSITY",,"NEW YORK",NY,10032,"630 W 168TH ST",0000108266,
0000015494,"UNIVERSITY OF NORTH CAROLINA",,"CHAPEL HILL",NC,27599,"250 BELL TOWER DR",0000108275,
0000015495,"YESHIVA UNIVERSITY","A EINSTEIN COM",BRONX,NY,10461,"1300 MORRIS PARK AVE",0000108298,
